ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
44167,22,123.14,7,2709.08,06/05/2020,205,Shipped,Classic Cars,100,S18_3259,Quebec Home Shopping Network,2752553917,"C/ Moralzarzal, 86",Boras,,Norway,Bergulfsen,Janine,Small
44168,36,48.59,3,1749.2400000000002,03/06/2018,3107,Shipped,Classic Cars,77,S18_1889,Suominen Souveniers,8851807129,5677 Strong St.,San Rafael,,UK,Freyre,Michael,Small
44169,24,58.71,2,1409.04,04/03/2020,2767,Shipped,Trucks and Buses,169,S18_3232,Euro Shopping Channel,4006224234,2304 Long Airport Avenue,San Jose,,USA,Pfalzheim,Christina,Small
44170,43,85.75,9,3687.25,09/12/2018,1395,Shipped,Planes,83,S24_3816,Euro Shopping Channel,4145416296,"Drammensveien 126 A, PB 744 Sentrum",Chatswood,,USA,Hirano,Kalle,Small
44171,47,70.58,10,3317.2599999999998,03/09/2019,420,Shipped,Classic Cars,99,S18_3320,Euro Shopping Channel,3338052833,6251 Ingle Ln.,New Bedford,,USA,Nelson,Victoria,Small
44172,39,84.77,7,3306.0299999999997,17/12/2019,994,Shipped,Trucks and Buses,118,S24_4048,Marta's Replicas Co.,7199267545,5677 Strong St.,North Sydney,,Finland,Freyre,Roland,Medium
44173,55,85.75,2,4716.25,06/01/2020,954,Shipped,Vintage Cars,141,S18_1129,"AV Stores, Co.",8318475010,361 Furth Circle,San Rafael,,Sweden,Hernandez,Palle,Medium
44174,26,72.12,5,1875.1200000000001,06/06/2018,959,Shipped,Classic Cars,71,S18_4933,"AV Stores, Co.",9070319901,Vinb'ltet 34,Madrid,,France,Nelson,Elizabeth,Medium
44175,24,114.89,7,2757.36,08/05/2018,3388,Shipped,Classic Cars,57,S24_1444,"Oulu Toy Supplies, Inc.",4682703711,201 Miller Street,San Rafael,,USA,Yu,Valarie,Medium
44176,28,173.55,4,4859.400000000001,20/02/2019,1920,Resolved,Classic Cars,50,S18_4668,"Vida Sport, Ltd",7906523046,"184, chausse de Tournai",Montreal,,USA,Oeztan,Kwai,Small
44177,25,175.25,4,4381.25,21/07/2019,3037,Shipped,Trains,99,S700_2466,Souveniers And Things Co.,6358539753,Strada Provinciale 124,San Rafael,,USA,Pipps,Jytte,Medium
44178,20,235.73,6,4714.599999999999,04/11/2019,3433,Shipped,Classic Cars,168,S18_2795,"Saveley & Henriot, Co.",9210420764,4092 Furth Circle,Nantes,,Spain,Frick,Giovanni,Small
44179,23,47.62,3,1095.26,01/06/2019,1920,Shipped,Classic Cars,43,S50_1341,Vitachrome Inc.,3390442485,5677 Strong St.,Torino,,Australia,Hirano,Henriette,Small
44180,42,58.22,1,2445.24,23/11/2019,3274,Shipped,Ships,61,S24_3371,Mini Caravy,6127400302,43 rue St. Laurent,Oulu,,USA,Thompson,Mary,Medium
44181,26,66.99,12,1741.7399999999998,17/11/2019,1278,Shipped,Planes,68,S32_4289,Euro Shopping Channel,2797672772,897 Long Airport Avenue,Boras,,Australia,Yu,Michael,Small
44182,26,45.25,9,1176.5,08/05/2018,676,Shipped,Classic Cars,79,S12_3990,giftsbymail.co.uk,7453224318,4092 Furth Circle,New Bedford,,Spain,Hernandez,Wendy,Medium
44183,33,54.33,12,1792.8899999999999,29/11/2019,1402,Shipped,Trucks and Buses,60,S18_2432,Land of Toys Inc.,7853775849,3086 Ingle Ln.,San Rafael,,Italy,Yu,Sue,Medium
44184,22,75.06,3,1651.3200000000002,05/11/2019,451,Shipped,Ships,136,S18_3140,Online Mini Collectables,1893451200,"C/ Moralzarzal, 86",Melbourne,,Belgium,Murphy,Pirkko,Medium
44185,22,63.76,7,1402.72,08/08/2018,2626,Shipped,Trains,53,S18_1367,"Tokyo Collectables, Ltd",5476534057,"265, boulevard Charonne",Torino,,Spain,Hernandez,Maria,Small
44186,27,70.67,2,1908.0900000000001,30/08/2019,798,On Hold,Motorcycles,62,S18_3782,The Sharp Gifts Warehouse,3823120943,201 Miller Street,White Plains,,Sweden,Connery,Peter,Small
44187,31,45.28,3,1403.68,11/03/2019,2969,Resolved,Classic Cars,169,S18_3232,"AV Stores, Co.",2097357366,5905 Pompton St.,Tsawassen,,UK,Oeztan,Diego,Small
44188,35,40.25,4,1408.75,04/11/2018,981,Shipped,Vintage Cars,146,S18_3482,Baane Mini Imports,5076779005,8616 Spinnaker Dr.,Reggio Emilia,,France,Henriot,Peter,Medium
44189,34,50.65,8,1722.1,13/11/2018,279,Shipped,Trucks and Buses,100,S18_3259,Land of Toys Inc.,3096799794,9408 Furth Circle,Chatswood,,Canada,Tam,Wendy,Small
44190,20,101.0,2,2020.0,03/11/2019,3358,Shipped,Trucks and Buses,147,S10_4962,Euro Shopping Channel,1161642247,8616 Spinnaker Dr.,Madrid,,Australia,Cruz,Adrian,Medium
44191,27,96.34,7,2601.1800000000003,20/07/2019,401,Shipped,Classic Cars,136,S18_3140,Herkku Gifts,8231943902,Via Monte Bianco 34,Melbourne,,Norway,Fresnisre,Maria,Small
44192,35,77.05,3,2696.75,17/08/2019,2515,Shipped,Vintage Cars,80,S18_3278,The Sharp Gifts Warehouse,4682098326,1785 First Street,Manchester,,Spain,Labrune,Laurence,Medium
44193,45,179.0,12,8055.0,26/11/2018,2741,Shipped,Classic Cars,115,S12_4675,The Sharp Gifts Warehouse,9383598968,2793 Furth Circle,Madrid,,Finland,Victorino,Martine,Medium
44194,40,113.82,4,4552.799999999999,02/12/2019,1363,Shipped,Motorcycles,193,S10_4698,Euro Shopping Channel,9096411128,Torikatu 38,Singapore,,Spain,Freyre,Valarie,Medium
44195,25,98.63,13,2465.75,01/11/2019,2541,Shipped,Ships,100,S700_3505,Toys4GrownUps.com,5631864623,"Drammen 121, PR 744 Sentrum",Liverpool,,Sweden,Holz,Arnold,Medium
44196,43,117.98,11,5073.14,15/11/2019,2517,Shipped,Planes,173,S12_3891,Classic Legends Inc.,2976747808,Torikatu 38,Salzburg,,Italy,Lincoln,Kalle,Small
44197,23,93.04,10,2139.92,10/12/2019,1693,Shipped,Vintage Cars,169,S18_3232,"Royal Canadian Collectables, Ltd.",6462973534,3086 Ingle Ln.,Nantes,,Australia,Ferguson,Steve,Small
44198,45,54.68,4,2460.6,04/11/2019,3178,Shipped,Motorcycles,118,S12_4473,Vitachrome Inc.,2311758895,59 rue de l'Abbaye,Bruxelles,,France,Hernandez,Sue,Small
44199,29,145.13,17,4208.7699999999995,10/03/2020,1054,Shipped,Classic Cars,91,S700_1691,Rovelli Gifts,9753957270,?kergatan 24,Madrid,,Denmark,Freyre,Mary,Medium
44200,39,54.0,3,2106.0,08/09/2019,341,Shipped,Motorcycles,37,S24_2972,"Australian Collectors, Co.",5023975885,Fauntleroy Circus,Aaarhus,,Australia,Hernandez,Valarie,Small
44201,24,30.59,1,734.16,22/02/2020,1762,Shipped,Classic Cars,100,S700_3505,Mini Gifts Distributors Ltd.,6968626253,Hansastr. 15,San Rafael,,USA,Keitel,Maria,Medium
44202,43,77.73,5,3342.3900000000003,20/01/2020,1302,Shipped,Vintage Cars,118,S12_4473,giftsbymail.co.uk,3059728934,"C/ Moralzarzal, 86",NYC,,USA,Da Cunha,Valarie,Medium
44203,37,51.93,8,1921.41,19/03/2019,2607,Shipped,Trucks and Buses,148,S18_4721,Muscle Machine Inc,6749277097,897 Long Airport Avenue,Vancouver,,Norway,Perrier,Julie,Medium
44204,27,92.16,8,2488.3199999999997,29/04/2018,2462,Shipped,Classic Cars,60,S18_2432,"UK Collectables, Ltd.",6230531866,4092 Furth Circle,San Rafael,,Australia,Tannamuri,Kee,Small
44205,40,193.78,2,7751.2,06/08/2019,507,Shipped,Trucks and Buses,66,S700_1138,"AV Stores, Co.",3339784648,"C/ Moralzarzal, 86",Dublin,,USA,Young,Paul,Medium
44206,47,69.89,2,3284.83,09/03/2020,3492,Shipped,Trucks and Buses,132,S18_2870,"Australian Collectors, Co.",4984504140,7635 Spinnaker Dr.,Nantes,,USA,Saveley,Sue,Small
44207,47,109.88,4,5164.36,02/01/2019,2264,Shipped,Trains,143,S18_4027,Toys4GrownUps.com,2723298444,2304 Long Airport Avenue,Tsawassen,,USA,Labrune,Paolo,Small
44208,39,53.31,10,2079.09,26/01/2020,1096,Shipped,Vintage Cars,62,S32_3207,Motor Mint Distributors Inc.,8982442899,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",New Bedford,,Singapore,Young,Victoria,Medium
44209,41,109.02,5,4469.82,01/04/2020,510,On Hold,Trucks and Buses,60,S18_2432,Handji Gifts& Co,6174082275,8489 Strong St.,Singapore,,Australia,Larsson,Paolo,Small
44210,32,132.46,3,4238.72,20/08/2019,2504,Shipped,Classic Cars,170,S18_1749,The Sharp Gifts Warehouse,6554813414,897 Long Airport Avenue,San Rafael,,USA,Cruz,Giovanni,Small
44211,21,54.68,11,1148.28,30/05/2020,3544,Shipped,Classic Cars,80,S24_4620,The Sharp Gifts Warehouse,9061715711,Strada Provinciale 124,London,,France,Perrier,Mart¡n,Small
44212,21,165.16,14,3468.36,30/03/2020,2857,Resolved,Trucks and Buses,97,S24_4258,Gift Depot Inc.,6864639023,Geislweg 14,Montreal,,Spain,Brown,Diego,Medium
44213,46,95.35,11,4386.099999999999,13/04/2019,1484,Shipped,Vintage Cars,53,S18_1367,Gift Depot Inc.,4318798542,78934 Hillside Dr.,Helsinki,,France,Yoshido,Tony,Medium
44214,33,154.0,6,5082.0,09/03/2020,1727,Shipped,Motorcycles,66,S700_1138,"Vida Sport, Ltd",6793015988,"67, rue des Cinquante Otages",Chatswood,,Australia,Tam,Janine,Small
44215,24,64.83,2,1555.92,10/12/2019,3191,Shipped,Classic Cars,68,S24_3949,"Blauer See Auto, Co.",6398670130,Strada Provinciale 124,San Rafael,,France,Schmitt,Peter,Medium
44216,37,69.16,7,2558.92,20/08/2019,1874,Shipped,Vintage Cars,33,S24_1937,"Bavarian Collectables Imports, Co.",9800168286,5677 Strong St.,Cambridge,,USA,Bertrand,Violeta,Medium
44217,43,164.18,4,7059.740000000001,02/12/2018,2324,Shipped,Vintage Cars,60,S18_2625,Technics Stores Inc.,3896081043,"C/ Moralzarzal, 86",NYC,,Germany,King,Paul,Small
44218,38,41.91,7,1592.58,08/11/2018,116,Shipped,Classic Cars,44,S24_2022,Technics Stores Inc.,5868546428,"25, rue Lauriston",Madrid,,Singapore,Roulet,Sue,Small
44219,29,92.95,4,2695.55,02/07/2019,1157,Shipped,Vintage Cars,107,S24_3432,"Toms Spezialitten, Ltd",9318011961,3086 Ingle Ln.,Boston,,USA,Labrune,Maurizio,Medium
44220,26,50.25,7,1306.5,09/03/2020,1747,Shipped,Trucks and Buses,37,S24_2972,Amica Models & Co.,6540080824,35 King George,Bergen,,UK,Ferguson,Michael,Medium
44221,39,63.2,4,2464.8,17/11/2019,1065,Shipped,Classic Cars,68,S24_3949,Online Diecast Creations Co.,7633383301,2793 Furth Circle,Gensve,,USA,Nelson,Jytte,Medium
44222,34,90.57,4,3079.3799999999997,02/04/2019,2027,Shipped,Motorcycles,115,S12_4675,Vitachrome Inc.,2649406754,Strada Provinciale 124,Burlingame,,Philippines,Pipps,Steve,Small
44223,50,149.36,15,7468.000000000001,06/07/2019,2818,Shipped,Classic Cars,170,S18_1749,"Royal Canadian Collectables, Ltd.",8405788883,4575 Hillside Dr.,Singapore,,Singapore,Saavedra,Valarie,Small
44224,34,132.55,7,4506.700000000001,02/03/2019,2850,Shipped,Classic Cars,146,S18_3482,"Blauer See Auto, Co.",9545425132,4575 Hillside Dr.,Cambridge,,Norway,Saveley,Jonas,Small
44225,25,76.43,1,1910.7500000000002,05/04/2019,233,Resolved,Classic Cars,33,S24_1937,The Sharp Gifts Warehouse,1789767591,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",San Rafael,,Finland,Henriot,Jean,Medium
44226,40,118.68,2,4747.200000000001,08/09/2019,2308,Shipped,Classic Cars,83,S24_3816,Euro Shopping Channel,3934869569,"184, chausse de Tournai",San Diego,,USA,Rance,Sue,Medium
44227,31,114.95,10,3563.4500000000003,23/01/2020,676,Cancelled,Classic Cars,44,S24_2022,West Coast Collectables Co.,5202809138,Torikatu 38,Madrid,,France,Thompson,Julie,Small
44228,46,145.01,1,6670.459999999999,31/01/2020,1015,Shipped,Motorcycles,90,S24_2766,Suominen Souveniers,8109608421,Strada Provinciale 124,Toulouse,,France,Cruz,Diego,Medium
44229,48,33.23,10,1595.04,10/12/2019,312,Shipped,Trucks and Buses,57,S24_1444,"Vida Sport, Ltd",3790610917,Berkeley Gardens 12  Brewery,Las Vegas,,USA,Tannamuri,Frederique,Medium
44230,47,133.92,8,6294.24,17/10/2018,2243,Shipped,Trucks and Buses,136,S18_3140,Microscale Inc.,4531009216,"12, rue des Bouchers",Madrid,,Ireland,Hernandez,Pirkko,Small
44231,29,79.62,9,2308.98,24/11/2019,2473,Shipped,Vintage Cars,90,S700_2047,"Toys of Finland, Co.",7315108506,Garden House Crowther Way,Versailles,,USA,Petersen,Martine,Medium
44232,25,105.18,18,2629.5,22/04/2020,2244,Shipped,Planes,115,S50_1392,Euro Shopping Channel,4520169112,Fauntleroy Circus,Graz,,Spain,Taylor,Leslie,Medium
44233,43,46.53,3,2000.79,16/01/2019,1787,Shipped,Trucks and Buses,90,S700_2047,Herkku Gifts,1254144509,5677 Strong St.,Philadelphia,,USA,Lewis,Julie,Medium
44234,29,55.49,3,1609.21,08/04/2020,53,Shipped,Vintage Cars,151,S12_3148,Online Diecast Creations Co.,4796283690,78934 Hillside Dr.,Melbourne,,Austria,Labrune,Kyung,Small
44235,37,62.77,13,2322.4900000000002,03/11/2019,1990,Shipped,Classic Cars,33,S24_1937,Mini Auto Werke,3221003160,3086 Ingle Ln.,Newark,,Austria,Hirano,Dan,Small
44236,38,96.74,9,3676.12,17/11/2019,2422,On Hold,Vintage Cars,54,S32_2509,Land of Toys Inc.,3945669135,567 North Pendale Street,Bergamo,,France,Ashworth,Mart¡n,Medium
44237,41,59.51,7,2439.91,06/10/2019,290,Shipped,Vintage Cars,92,S18_4409,Collectables For Less Inc.,8022512947,Torikatu 38,Philadelphia,,Finland,Hirano,Allen,Medium
44238,21,198.13,15,4160.73,05/11/2019,3116,Shipped,Classic Cars,80,S24_4620,Mini Gifts Distributors Ltd.,9409579764,3086 Ingle Ln.,San Jose,,Canada,Victorino,Diego,Medium
44239,43,110.6,5,4755.8,05/05/2020,787,Shipped,Motorcycles,99,S700_2466,Collectable Mini Designs Co.,3484864193,8616 Spinnaker Dr.,New Bedford,,Spain,Freyre,Kwai,Medium
44240,29,199.49,7,5785.21,16/10/2019,213,Shipped,Motorcycles,99,S32_1374,Mini Gifts Distributors Ltd.,5039115524,7 Allen Street,Burlingame,,Italy,Labrune,Jean,Medium
44241,22,133.76,8,2942.72,02/12/2018,2381,Shipped,Motorcycles,116,S18_1097,Boards & Toys Co.,6776211870,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",San Rafael,,Norway,Hernandez,Mart¡n,Medium
44242,22,109.79,9,2415.38,12/01/2019,3036,Shipped,Classic Cars,124,S18_1589,Euro Shopping Channel,4433605560,5677 Strong St.,Madrid,,Norway,Nelson,Veysel,Medium
44243,50,110.18,10,5509.0,06/05/2020,919,Shipped,Planes,118,S24_4048,"AV Stores, Co.",9513170289,782 First Street,Reggio Emilia,,USA,Labrune,Jesus,Small
44244,46,92.16,1,4239.36,12/01/2020,3526,Shipped,Planes,124,S18_1589,Mini Gifts Distributors Ltd.,5187755034,39323 Spinnaker Dr.,Madrid,,France,Hernandez,Diego,Medium
44245,38,189.93,3,7217.34,12/01/2019,2516,Shipped,Planes,80,S18_3278,Euro Shopping Channel,7979756531,Geislweg 14,Singapore,,UK,Tannamuri,Valarie,Medium
44246,11,75.35,4,828.8499999999999,25/09/2018,1171,Shipped,Trucks and Buses,88,S24_3151,Diecast Classics Inc.,1677646345,5677 Strong St.,Nantes,,Japan,Cervantes,Matti,Small
44247,33,65.45,4,2159.85,15/06/2019,3493,Shipped,Ships,41,S24_3969,Mini Gifts Distributors Ltd.,2781510105,"2, rue du Commerce",Brisbane,,USA,Young,Rosa,Medium
44248,44,216.9,7,9543.6,04/11/2018,3098,Shipped,Classic Cars,87,S18_4522,Euro Shopping Channel,6542801030,Village Close - 106 Linden Road Sandown,Lyon,,Singapore,Victorino,Christina,Large
44249,20,114.92,9,2298.4,18/05/2019,2370,Shipped,Classic Cars,102,S32_4485,Signal Gift Stores,9856534616,3758 North Pendale Street,Madrid,,France,Nelson,Georg,Small
44250,28,56.91,3,1593.48,20/11/2019,1693,Shipped,Motorcycles,99,S700_3962,"Toys of Finland, Co.",7859001097,361 Furth Circle,Brickhaven,,France,Frick,Wing C,Large
44251,20,87.8,1,1756.0,29/05/2020,2354,Shipped,Vintage Cars,102,S32_4485,Collectables For Less Inc.,9185579138,"C/ Moralzarzal, 86",Paris,,France,Freyre,Palle,Medium
44252,48,86.74,5,4163.5199999999995,09/11/2019,2572,Shipped,Ships,136,S18_3140,Scandinavian Gift Ideas,2646571365,Fauntleroy Circus,Stavern,,USA,Labrune,Michael,Small
44253,48,82.99,8,3983.5199999999995,22/02/2019,533,Shipped,Classic Cars,122,S24_2011,L'ordine Souveniers,1566807094,5677 Strong St.,San Diego,,Singapore,Yu,Anna,Small
44254,48,97.76,5,4692.4800000000005,01/11/2019,374,Shipped,Ships,118,S24_4048,CAF Imports,3151626976,Via Ludovico il Moro 22,San Rafael,,France,Nelson,Diego,Small
44255,55,199.49,2,10971.95,24/06/2019,2302,Shipped,Motorcycles,207,S12_1108,Land of Toys Inc.,3585338545,Fauntleroy Circus,Las Vegas,,Australia,Fresnisre,Christina,Medium
44256,43,79.65,7,3424.9500000000003,04/12/2019,787,Shipped,Classic Cars,40,S32_2206,"AV Stores, Co.",6710369016,"12, rue des Bouchers",Melbourne,,Ireland,Ferguson,Peter,Medium
44257,42,72.12,5,3029.04,22/10/2019,2264,Shipped,Vintage Cars,41,S24_3969,L'ordine Souveniers,1198774168,43 rue St. Laurent,Bergamo,,USA,Tam,Paul,Small
44258,31,85.87,10,2661.9700000000003,28/04/2018,3405,Shipped,Motorcycles,124,S18_1589,Euro Shopping Channel,9230861587,"C/ Araquil, 67",Boras,,USA,Ashworth,Valarie,Large
44259,44,104.17,7,4583.4800000000005,15/03/2020,2805,Shipped,Classic Cars,81,S50_4713,giftsbymail.co.uk,3933733099,Via Ludovico il Moro 22,Koln,,France,Moroni,Paul,Medium
44260,26,118.99,1,3093.74,05/04/2019,2503,Shipped,Ships,88,S24_3151,Muscle Machine Inc,5859891266,Mehrheimerstr. 369,Brisbane,,Finland,Nelson,Marie,Medium
44261,48,181.34,2,8704.32,12/04/2019,312,Shipped,Classic Cars,90,S24_2766,Auto Assoc. & Cie.,8610539165,1785 First Street,NYC,,USA,Mendel,Elizabeth,Small
44262,27,167.33,7,4517.910000000001,10/11/2019,2014,Shipped,Motorcycles,146,S18_3482,Cambridge Collectables Co.,7640254686,1900 Oak St.,Madrid,,France,O'Hara,Sue,Small
44263,49,101.29,8,4963.21,20/11/2018,3438,Shipped,Motorcycles,62,S18_3782,Amica Models & Co.,1118659645,25593 South Bay Ln.,Brickhaven,,Spain,King,Jonas,Medium
44264,48,90.15,8,4327.200000000001,23/11/2019,145,Shipped,Motorcycles,101,S18_2949,Marseille Mini Autos,3587579680,43 rue St. Laurent,White Plains,,USA,Henriot,Helen,Medium
44265,35,36.84,2,1289.4,12/09/2018,1397,Shipped,Trains,132,S18_2870,"Double Decker Gift Stores, Ltd",1469222405,"67, avenue de l'Europe",Melbourne,,Austria,Frick,Jeff,Small
44266,21,172.86,5,3630.0600000000004,02/03/2019,2414,Shipped,Trucks and Buses,80,S700_3167,L'ordine Souveniers,7478647128,Smagsloget 45,Melbourne,,France,Rovelli,Anna,Medium
44267,76,77.79,2,5912.040000000001,30/08/2019,1183,Shipped,Classic Cars,66,S700_1138,Diecast Classics Inc.,4246094039,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Nantes,,Denmark,Natividad,Jeff,Medium
44268,45,90.39,5,4067.55,30/08/2019,3390,Shipped,Vintage Cars,85,S24_3191,Euro Shopping Channel,1791242595,"C/ Moralzarzal, 86",Torino,,USA,Rance,Julie,Medium
44269,35,110.6,3,3871.0,02/11/2019,2824,Shipped,Vintage Cars,64,S32_3522,"Stylish Desk Decors, Co.",7429204724,"Drammen 121, PR 744 Sentrum",Melbourne,,Spain,Cassidy,Allen,Medium
44270,26,110.88,3,2882.88,24/11/2019,2387,Shipped,Classic Cars,163,S18_2238,Land of Toys Inc.,7745819125,25 Maiden Lane,Singapore,,Australia,Shimamura,Roland,Medium
44271,41,64.97,1,2663.77,31/01/2020,3076,Shipped,Trucks and Buses,73,S24_1046,Osaka Souveniers Co.,6406750554,"2, rue du Commerce",Minato-ku,,Denmark,Taylor,Giovanni,Small
44272,21,33.19,10,696.99,05/10/2018,1026,Shipped,Motorcycles,170,S18_1749,Muscle Machine Inc,6111832757,Berguvsvgen  8,Madrid,,Japan,Donnermeyer,Jean,Medium
44273,41,43.13,1,1768.3300000000002,23/07/2019,235,Shipped,Trucks and Buses,117,S12_3380,Marta's Replicas Co.,6741341583,"12, rue des Bouchers",San Rafael,,USA,Rovelli,Valarie,Medium
44274,32,68.67,3,2197.44,24/03/2018,3033,Shipped,Vintage Cars,100,S700_3505,Souveniers And Things Co.,2560238843,Village Close - 106 Linden Road Sandown,Paris,,Germany,Karttunen,Dominique,Small
44275,24,115.03,4,2760.7200000000003,09/03/2020,3102,Shipped,Trains,157,S18_1662,"Bavarian Collectables Imports, Co.",2313595944,"C/ Moralzarzal, 86",Reggio Emilia,,Spain,Fresnisre,Valarie,Small
44276,31,66.04,2,2047.2400000000002,10/01/2018,661,Shipped,Classic Cars,68,S24_2841,giftsbymail.co.uk,9936956453,7476 Moss Rd.,NYC,,Spain,Saveley,Valarie,Small
44277,30,113.68,4,3410.4,15/09/2019,1348,Shipped,Vintage Cars,136,S10_4757,"Blauer See Auto, Co.",9097960354,59 rue de l'Abbaye,San Rafael,,USA,Dewey,Kalle,Small
44278,26,118.86,11,3090.36,07/01/2020,2360,Shipped,Classic Cars,100,S18_3259,"Double Decker Gift Stores, Ltd",3550438682,Torikatu 38,Glen Waverly,,Spain,Young,Julie,Small
44279,41,123.31,5,5055.71,16/09/2019,1898,Shipped,Motorcycles,109,S24_1785,Euro Shopping Channel,6817354398,1 rue Alsace-Lorraine,Bergen,,Canada,Labrune,Laurence,Small
44280,48,72.65,1,3487.2000000000003,13/04/2019,1316,Shipped,Vintage Cars,107,S24_3432,L'ordine Souveniers,7384777691,2-2-8 Roppongi,Madrid,,Belgium,Keitel,Dan,Small
44281,50,51.75,8,2587.5,12/04/2019,445,Shipped,Planes,169,S18_3232,"Australian Collectors, Co.",8541813022,2440 Pompton St.,Madrid,,Canada,Oeztan,Kyung,Large
44282,38,122.06,2,4638.28,16/01/2019,90,Shipped,Ships,99,S18_3320,Signal Collectibles Ltd.,9435863349,201 Miller Street,London,,UK,Roulet,Pirkko,Small
44283,25,107.13,5,2678.25,24/11/2019,3414,Shipped,Classic Cars,193,S10_4698,Mini Creations Ltd.,3747574296,5290 North Pendale Street,Melbourne,,USA,Klaeboe,Carine,Medium
44284,38,77.64,5,2950.32,02/03/2019,98,Shipped,Vintage Cars,50,S24_1628,Toys4GrownUps.com,9259726112,782 First Street,New Bedford,,USA,Saavedra,Eduardo,Small
44285,47,94.92,1,4461.24,06/11/2018,176,Shipped,Classic Cars,88,S24_3151,Quebec Home Shopping Network,2419339647,5905 Pompton St.,Osaka,,UK,Perrier,Diego,Small
44286,44,129.18,2,5683.92,10/08/2018,227,Shipped,Vintage Cars,65,S24_3420,Suominen Souveniers,2411974791,"C/ Moralzarzal, 86",Philadelphia,,Finland,Ferguson,Valarie,Small
44287,34,82.91,7,2818.94,05/11/2018,1021,Shipped,Classic Cars,118,S24_4048,Collectable Mini Designs Co.,3341804842,3086 Ingle Ln.,Singapore,,France,Young,Valarie,Small
44288,29,170.0,1,4930.0,01/04/2018,2657,Shipped,Classic Cars,127,S18_2325,giftsbymail.co.uk,3601006303,"C/ Moralzarzal, 86",San Rafael,,Belgium,Rance,Wing C,Large
44289,48,109.96,3,5278.08,19/02/2019,294,Shipped,Trains,83,S24_3816,Euro Shopping Channel,1417149473,"Drammen 121, PR 744 Sentrum",Helsinki,,Norway,Ferguson,Adrian,Small
44290,49,101.38,2,4967.62,28/03/2020,2023,Shipped,Classic Cars,142,S18_1984,Euro Shopping Channel,8484003319,39323 Spinnaker Dr.,Cambridge,,Norway,Saveley,Victoria,Small
44291,49,124.08,2,6079.92,20/11/2018,3172,Shipped,Classic Cars,84,S18_2581,Euro Shopping Channel,9920881105,782 First Street,North Sydney,,France,Sommer,Mary,Large
44292,25,74.85,15,1871.2499999999998,04/11/2018,1126,Shipped,Planes,76,S24_2000,"Iberia Gift Imports, Corp.",8019683093,Rue Joseph-Bens 532,Bergamo,,USA,Sommer,Kyung,Medium
44293,41,75.34,17,3088.94,19/11/2019,1264,Shipped,Classic Cars,53,S18_1367,"AV Stores, Co.",3358433189,"C/ Romero, 33",Oulu,,Finland,Sommer,Elizabeth,Medium
44294,39,44.21,9,1724.19,04/03/2020,2365,Shipped,Planes,54,S32_2509,FunGiftIdeas.com,9644974935,"Monitor Money Building, 815 Pacific Hwy",NYC,,Singapore,Bertrand,Valarie,Small
44295,43,66.67,13,2866.81,22/02/2019,2757,Shipped,Vintage Cars,100,S18_3259,"Double Decker Gift Stores, Ltd",2942940656,"C/ Romero, 33",Espoo,,Japan,Freyre,Kalle,Small
44296,31,82.59,4,2560.29,17/11/2019,1364,Shipped,Trains,150,S12_2823,"Anna's Decorations, Ltd",5795086793,25 Maiden Lane,Boston,,USA,Freyre,Pirkko,Medium
44297,28,98.06,3,2745.6800000000003,18/03/2018,2910,Shipped,Classic Cars,68,S24_2841,"Dragon Souveniers, Ltd.",4656307372,5677 Strong St.,Marseille,,USA,Nelson,Martine,Small
44298,26,71.89,6,1869.14,05/05/2019,1672,Resolved,Trains,92,S18_4409,Canadian Gift Exchange Network,7588833933,Vinb'ltet 34,San Rafael,,Canada,Lincoln,Valarie,Small
44299,33,87.96,1,2902.68,17/10/2018,1212,Shipped,Planes,146,S18_3482,Collectables For Less Inc.,9559709855,Garden House Crowther Way,Madrid,,USA,Suominen,Maria,Medium
44300,46,57.73,12,2655.58,12/06/2018,3518,Shipped,Planes,54,S72_3212,"Tokyo Collectables, Ltd",8397414189,5677 Strong St.,North Sydney,,Denmark,Labrune,Jeff,Small
44301,47,82.26,5,3866.2200000000003,13/10/2019,598,Shipped,Classic Cars,50,S18_4668,Collectable Mini Designs Co.,5036521963,"C/ Moralzarzal, 86",Lule,,USA,Saavedra,Diego,Medium
44302,50,56.78,16,2839.0,16/04/2018,2240,Shipped,Classic Cars,72,S24_4278,Rovelli Gifts,7866329454,8489 Strong St.,San Rafael,,Spain,Labrune,Diego,Medium
44303,15,145.52,6,2182.8,12/11/2018,1938,Shipped,Classic Cars,170,S18_1749,"Saveley & Henriot, Co.",8395353457,Lyonerstr. 34,Paris,,Canada,Freyre,William,Medium
44304,59,82.31,15,4856.29,20/02/2019,426,Shipped,Motorcycles,66,S700_1138,"Australian Gift Network, Co",8265647957,567 North Pendale Street,Singapore,,USA,Accorti,Akiko,Small
